Route Name,Route Link,Bus Name,Bus Type,Departure Time,Arrival Time,Duration,Seat Availability,Price,Star Rating
"Delhi to Lucknow
From INR 729",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Shree ram travels,A/C Seater / Sleeper (2+2),21:15,06:05,08h 50m,48 Seats available,1299.0,2.4
"Delhi to Lucknow
From INR 729",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Shri Siddhi Vinayak Travels,A/C Seater / Sleeper (2+1),19:00,03:30,08h 30m,48 Seats available,3000.0,2.3
"Delhi to Lucknow
From INR 729",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Shri Siddhi Vinayak Travels,A/C Seater / Sleeper (2+1),20:00,04:30,08h 30m,48 Seats available,2500.0,2.3
"Delhi to Lucknow
From INR 729",https://www.redbus.in/bus-tickets/delhi-to-lucknow,SHRI SIDDHI TRAVELS,A/C Seater / Sleeper (2+2),17:16,01:46,08h 30m,9 Seats available,1190.0,2.2
"Delhi to Lucknow
From INR 729",https://www.redbus.in/bus-tickets/delhi-to-lucknow,International Tourist Centre,A/C Seater / Sleeper (2+2),20:15,04:45,08h 30m,30 Seats available,899.0,2.0
"Delhi to Lucknow
From INR 729",https://www.redbus.in/bus-tickets/delhi-to-lucknow,FlixBus,Bharat Benz A/C Sleeper (2+1),17:30,02:55,09h 25m,5 Seats available,1258.93,2.0
"Delhi to Lucknow
From INR 729",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Baba Khatushyam Travels Pvt Ltd,A/C Seater / Sleeper (3+1),15:05,05:00,13h 55m,58 Seats available,1200.0,1.5
"Delhi to Lucknow
From INR 729",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Varun Travels,A/C Sleeper (2+1),21:00,05:00,08h 00m,15 Seats available,2469.0,1.6
"Delhi to Lucknow
From INR 729",https://www.redbus.in/bus-tickets/delhi-to-lucknow,SAFAR EXPRESS PVT LTD,A/C Seater / Sleeper (2+1),18:05,01:25,07h 20m,37 Seats available,899.0,1.3
"Delhi to Lucknow
From INR 729",https://www.redbus.in/bus-tickets/delhi-to-lucknow,United Manjushree tours and Travels,A/C Seater Push Back (2+2),18:00,03:00,09h 00m,17 Seats available,2000.0,1.0
"Delhi to Lucknow
From INR 729",https://www.redbus.in/bus-tickets/delhi-to-lucknow,FlixBus,Bharat Benz A/C Sleeper (2+1),20:00,04:40,08h 40m,20 Seats available,847.32,1.0
"Delhi to Lucknow
From INR 729",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Sri Abhinandan Tours,A/C Seater / Sleeper (2+2),18:30,03:00,08h 30m,18 Seats available,1694.0,1.0
"Delhi to Lucknow
From INR 729",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Sri Abhinandan Tours,A/C Seater / Sleeper (2+2),18:00,02:30,08h 30m,12 Seats available,1499.0,1.0
"Delhi to Lucknow
From INR 729",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Sri Abhinandan Tours,A/C Seater / Sleeper (2+2),18:00,02:30,08h 30m,14 Seats available,1400.0,1.0
"Delhi to Lucknow
From INR 729",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Arhaan Travels,A/C Seater / Sleeper (2+1),21:25,04:49,07h 24m,40 Seats available,3799.0,1.0
"Delhi to Lucknow
From INR 729",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Sri Abhinandan Tours,A/C Seater / Sleeper (2+2),19:00,03:30,08h 30m,14 Seats available,1400.0,1.0
"Delhi to Lucknow
From INR 729",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Shree Saroj Travels,A/C Seater/Sleeper (2+1),23:30,06:30,07h 00m,27 Seats available,1199.0,1.3
"Delhi to Lucknow
From INR 729",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Tripathi Travels,A/C Seater / Sleeper (2+1),20:30,05:00,08h 30m,24 Seats available,599.0,1.0
"Delhi to Lucknow
From INR 729",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Rajdhani Express,A/C Seater (2+2),17:00,02:00,09h 00m,45 Seats available,2089.0,1.2
"Delhi to Lucknow
From INR 729",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Shri Siddhi Vinayak Travels,A/C Seater / Sleeper (2+2),20:00,04:45,08h 45m,57 Seats available,2380.95,1.0
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - CBG0006,Janrath AC Seater 2+2,15:30,21:32,06h 02m,52 Seats available,760.0,4.1
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - BRH0355,Ordinary Non AC Seater 2+3,18:15,01:30,07h 15m,52 Seats available,531.0,3.3
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - CBG0033,Ordinary Non AC Seater 2+3,18:30,02:15,07h 45m,51 Seats available,429.0,3.3
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - TAJ0055,Janrath AC Seater 2+2,19:01,00:53,05h 52m,36 Seats available,760.0,3.3
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - AWD0010,Janrath AC Seater 2+2,20:00,02:13,06h 13m,36 Seats available,760.0,2.8
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - AGF0067,Ordinary Non AC Seater 2+3,20:01,02:00,05h 59m,52 Seats available,527.0,3.3
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - BDV0583,Janrath AC Seater 2+2,20:29,01:30,05h 01m,36 Seats available,760.0,3.3
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - MTH0003,Rajdhani Non AC Seater 2+3,20:30,01:35,05h 05m,51 Seats available,527.0,3.3
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - ALI0333,Janrath AC Seater 2+2,21:00,02:45,05h 45m,36 Seats available,760.0,3.3
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - CBG0014,Pink Express AC Seater 2+2,21:00,03:00,06h 00m,41 Seats available,760.0,3.3
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - AWD0024,Pink Express AC Seater 2+2,22:00,04:13,06h 13m,41 Seats available,760.0,3.0
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - MTH0022,Ordinary Non AC Seater 2+3,22:00,03:30,05h 30m,52 Seats available,527.0,3.3
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - AWD0199,Pink Express AC Seater 2+2,22:30,04:00,05h 30m,41 Seats available,760.0,3.7
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - HTR0132,Ordinary Non AC Seater 2+3,23:00,04:30,05h 30m,52 Seats available,527.0,3.3
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - CBG0137,Ordinary Non AC Seater 2+3,23:30,05:00,05h 30m,52 Seats available,527.0,3.3
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - BDV0077,Janrath AC Seater 2+2,23:59,05:00,05h 01m,36 Seats available,760.0,3.3
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,RSRTC - 192993,A/C Seater / Sleeper (2+1),23:30,04:20,04h 50m,27 Seats available,891.0,4.1
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,RS YADAV SMART BUS,A/C Seater / Sleeper (2+1),21:40,01:30,03h 50m,20 Seats available,799.0,4.1
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),23:30,04:00,04h 30m,33 Seats available,760.0,4.3
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,Fouji travels,Bharat Benz A/C Seater / Sleeper (2+2),23:00,03:30,04h 30m,25 Seats available,945.0,5.0
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,IntrCity SmartBus,A/C Seater / Sleeper (2+1),21:30,02:05,04h 35m,13 Seats available,1109.0,4.8
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),23:55,05:00,05h 05m,18 Seats available,674.0,4.0
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,E Bus India,A/C Seater/Sleeper (2+1),22:00,02:00,04h 00m,6 Seats available,764.0,4.1
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,RS YADAV SMART BUS,VE A/C Seater / Sleeper (2+1),23:20,03:10,03h 50m,37 Seats available,899.0,5.0
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,RS YADAV SMART BUS,VE A/C Seater / Sleeper (2+1),21:35,01:25,03h 50m,26 Seats available,699.0,4.5
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,Jamna Travels (Delhi),A/C Seater/Sleeper (2+1),22:00,02:30,04h 30m,18 Seats available,699.0,5.0
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,Gola Bus Service,VE A/C Seater / Sleeper (2+1),23:00,03:10,04h 10m,29 Seats available,799.0,5.0
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),20:30,01:30,05h 00m,11 Seats available,855.0,4.6
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,BSS COOL COOL TRAVELS,A/C Seater / Sleeper (2+1),22:00,02:05,04h 05m,19 Seats available,699.0,4.7
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,Gola Bus Service,VE A/C Seater / Sleeper (2+1),23:00,05:20,06h 20m,24 Seats available,999.0,5.0
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:55,04:30,04h 35m,12 Seats available,887.0,5.0
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,Gola Bus Service,A/C Seater/Sleeper (2+1),22:00,03:15,05h 15m,20 Seats available,999.0,5.0
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,SAFAR EXPRESS PVT LTD,A/C Seater / Sleeper (2+2),23:00,03:00,04h 00m,40 Seats available,699.0,5.0
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,Gola Bus Service,VE A/C Seater / Sleeper (2+1),22:00,02:10,04h 10m,26 Seats available,999.0,4.0
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),21:55,03:00,05h 05m,15 Seats available,713.0,4.8
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:30,02:50,04h 20m,9 Seats available,684.0,4.1
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,RS YADAV SMART BUS,VE A/C Seater / Sleeper (2+1),23:50,04:10,04h 20m,18 Seats available,899.0,5.0
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,RS YADAV SMART BUS,VE A/C Seater / Sleeper (2+1),23:55,05:15,05h 20m,7 Seats available,1299.0,4.0
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,Anshi Raj Shree Travels,A/C Seater / Sleeper (2+1),22:15,03:00,04h 45m,18 Seats available,999.0,5.0
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,Gola Bus Service,A/C Seater/Sleeper (2+1),23:30,04:45,05h 15m,4 Seats available,929.0,5.0
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,Gola Bus Service,VE A/C Sleeper (2+1),21:00,01:10,04h 10m,6 Seats available,1699.0,4.0
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,Anshi Rajshree Travels,Bharat Benz A/C Sleeper (2+1),01:00,06:50,05h 50m,16 Seats available,1199.0,4.2
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:30,04:00,04h 30m,12 Seats available,899.0,3.7
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,Anshi Raj Shree Travels,Bharat Benz A/C Sleeper (2+1),23:59,05:15,05h 16m,29 Seats available,999.0,3.3
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,Shree Raj Akanshi travels,Bharat Benz A/C Seater /Sleeper (2+1),23:15,04:15,05h 00m,24 Seats available,799.0,3.8
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:35,04:05,04h 30m,14 Seats available,1089.0,3.6
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,IntrCity SmartBus,A/C Seater / Sleeper (2+1),21:10,02:30,05h 20m,13 Seats available,749.0,3.4
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,Rajat Travels,A/C Seater / Sleeper (2+1),23:05,03:45,04h 40m,14 Seats available,1070.0,3.0
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,JMD Travels,A/C Seater / Sleeper (2+2),22:30,02:00,03h 30m,48 Seats available,1699.0,3.3
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,SHREE MARUTIKRUPA TRAVELS AND CARGO,A/C Seater / Sleeper (2+1),19:30,02:00,06h 30m,4 Seats available,925.0,3.3
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,GK Travels,A/C Seater/Sleeper (2+1),23:30,06:30,07h 00m,28 Seats available,699.0,3.6
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,Sethi Yatra Company,Bharat Benz A/C Seater /Sleeper (2+1),23:30,04:45,05h 15m,15 Seats available,741.0,2.9
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,Anshi Raj Shree Travels,Bharat Benz A/C Sleeper (2+1),22:15,03:30,05h 15m,18 Seats available,899.0,2.6
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,Goyal Travels,VE A/C Seater / Sleeper (2+1),19:00,00:40,05h 40m,13 Seats available,600.0,2.9
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,Sethi Yatra Company,A/C Seater / Sleeper (2+1),20:35,01:40,05h 05m,20 Seats available,618.0,2.3
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,Raj Kalpana Travels Pvt.ltd.,A/C Seater/Sleeper (2+1),23:45,04:00,04h 15m,21 Seats available,549.0,2.6
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,Anshi Raj Shree Travels,A/C Seater / Sleeper (2+1),23:00,04:00,05h 00m,23 Seats available,899.0,2.9
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,Sethi Yatra Company,A/C Seater / Sleeper (2+1),21:05,02:55,05h 50m,7 Seats available,1140.0,1.7
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,Anshi Raj Shree Travels,Bharat Benz A/C Sleeper (2+1),21:15,02:30,05h 15m,3 Seats available,1299.0,2.2
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,SAFAR EXPRESS PVT LTD,AC Sleeper (2+1),23:35,03:35,04h 00m,34 Seats available,999.0,2.9
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,Varun Travels,A/C Seater / Sleeper (2+2),22:30,03:00,04h 30m,58 Seats available,2279.0,2.5
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,SAFAR EXPRESS PVT LTD,A/C Seater / Sleeper (2+1),20:00,00:45,04h 45m,32 Seats available,699.0,2.4
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,Fouji travels,A/C Seater / Sleeper (2+1),22:35,03:00,04h 25m,18 Seats available,645.0,2.3
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,Anshi Raj Shree Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:30,04:30,05h 00m,25 Seats available,719.0,2.3
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,ROYAL TRAVELS AND CARGO,A/C Seater / Sleeper (2+2),23:59,03:00,03h 01m,38 Seats available,896.0,2.1
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:10,04:05,04h 55m,1 Seat available,1235.0,2.0
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,KARNI KRIPA TOURS & TRAVELS,Bharat Benz A/C Seater /Sleeper (2+1),23:55,05:00,05h 05m,23 Seats available,899.0,3.8
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,Goyal Travels,VE A/C Seater / Sleeper (2+1),22:55,03:15,04h 20m,24 Seats available,799.0,1.0
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,Krishna Travels,A/C Seater/Sleeper (2+1),23:00,03:45,04h 45m,20 Seats available,699.0,1.0
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,RS YADAV SMART BUS,A/C Seater / Sleeper (2+1),23:50,05:05,05h 15m,34 Seats available,799.0,3.4
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,Ashok Tour And Travels,A/C Seater / Sleeper (2+1),23:45,04:15,04h 30m,25 Seats available,3500.0,3.7
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,Star City Bus,A/C Seater / Sleeper (2+2),22:55,02:00,03h 05m,34 Seats available,1599.0,3.5
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,Shree Savariya Travels & Transport,A/C Sleeper (2+1),20:00,02:00,06h 00m,28 Seats available,8000.0,3.2
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,GK Travels,A/C Sleeper (2+1),22:45,05:00,06h 15m,26 Seats available,1299.0,3.2
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,KISSAN TRAVELS PILANI,Bharat Benz A/C Seater /Sleeper (2+1),22:45,03:15,04h 30m,34 Seats available,759.0,2.9
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,Panwar tour and Travels,A/C Seater / Sleeper (2+1),21:45,03:30,05h 45m,38 Seats available,1699.0,1.6
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,SAFAR EXPRESS PVT LTD,A/C Seater / Sleeper (2+1),21:55,01:25,03h 30m,30 Seats available,899.0,2.9
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,LATSAHIB BHAWANI TOUR AND TRAVELS,Bharat Benz A/C Seater /Sleeper (2+1),20:30,02:30,06h 00m,28 Seats available,800.0,2.9
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,Vaishali Expresso Pvt. Ltd.,A/C Seater / Sleeper (2+2),21:15,01:30,04h 15m,48 Seats available,2800.0,2.7
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,KST Travels,A/C Seater / Sleeper (2+2),23:30,04:00,04h 30m,23 Seats available,599.0,2.7
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,Tamanna Travels,A/C Sleeper (2+1),20:50,01:50,05h 00m,36 Seats available,1904.76,2.6
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,Gajkaran Travels And Cargo,A/C Seater / Sleeper (2+1),22:55,03:25,04h 30m,35 Seats available,739.0,2.5
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,Varun Travels,A/C Sleeper (2+1),23:30,05:00,05h 30m,15 Seats available,2469.0,2.5
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,Panwar Travels,A/C Sleeper (2+1),21:45,01:20,03h 35m,1 Seat available,2500.0,2.5
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,Shree Mahalaxmi Travels,AC Sleeper (2+1),19:00,01:30,06h 30m,36 Seats available,2299.0,2.3
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,Shri Siddhi Vinayak Travels,A/C Seater / Sleeper (2+1),23:30,03:30,04h 00m,48 Seats available,3000.0,2.2
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,SHRI SIDDHI TRAVELS,A/C Seater / Sleeper (2+2),21:16,01:46,04h 30m,12 Seats available,1190.0,2.2
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,FlixBus,Bharat Benz A/C Sleeper (2+1),21:45,02:55,05h 10m,5 Seats available,1047.32,2.0
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,Sanjay Travels,AC Sleeper (2+1),20:30,01:30,05h 00m,17 Seats available,1000.0,1.6
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,Baba Khatushyam Travels Pvt Ltd,A/C Seater / Sleeper (3+1),20:00,05:00,09h 00m,58 Seats available,1100.0,1.5
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,Panwar tour and Travels,A/C Seater / Sleeper (2+1),22:00,04:45,06h 45m,38 Seats available,1799.0,1.6
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,United Manjushree tours and Travels,A/C Seater Push Back (2+2),23:00,03:00,04h 00m,45 Seats available,2000.0,1.0
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,Jain Shiv Shankar Travels,Bharat Benz A/C Seater /Sleeper (2+1),20:20,01:20,05h 00m,36 Seats available,1999.0,1.3
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,Bhagwati Travel Agency,AC Sleeper (2+1),21:20,02:20,05h 00m,30 Seats available,1175.0,1.0
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,Jain Shiv Shankar Travels,A/C Sleeper (2+1),23:00,04:00,05h 00m,36 Seats available,3499.0,1.3
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,Kusum Travels and Logistics,A/C Seater / Sleeper (2+1),20:55,00:55,04h 00m,40 Seats available,1713.33,1.4
"Lucknow to Varanasi
From INR 460",https://www.redbus.in/bus-tickets/lucknow-to-varanasi,PTC-SKYBUS,A/C Seater/Sleeper (2+1),22:30,05:30,07h 00m,22 Seats available,399.0,4.6
"Lucknow to Varanasi
From INR 460",https://www.redbus.in/bus-tickets/lucknow-to-varanasi,Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:15,05:45,06h 30m,25 Seats available,381.0,3.5
"Lucknow to Varanasi
From INR 460",https://www.redbus.in/bus-tickets/lucknow-to-varanasi,Yolo Bus,A/C Seater / Sleeper (2+1),22:19,05:43,07h 24m,31 Seats available,399.0,3.9
"Lucknow to Varanasi
From INR 460",https://www.redbus.in/bus-tickets/lucknow-to-varanasi,Goyal Travels,VE A/C Seater / Sleeper (2+1),23:49,06:20,06h 31m,19 Seats available,450.0,1.8
"Delhi to Agra
From INR 295",https://www.redbus.in/bus-tickets/delhi-to-agra,NueGo,Electric A/C Seater (2+2),16:25,21:30,05h 05m,10 Seats available,284.0,4.2
"Delhi to Agra
From INR 295",https://www.redbus.in/bus-tickets/delhi-to-agra,FlixBus,A/C Sleeper (2+1),20:10,00:10,04h 00m,10 Seats available,675.0,4.0
"Delhi to Agra
From INR 295",https://www.redbus.in/bus-tickets/delhi-to-agra,NueGo,Electric A/C Seater (2+2),20:25,01:50,05h 25m,39 Seats available,284.0,4.4
"Delhi to Agra
From INR 295",https://www.redbus.in/bus-tickets/delhi-to-agra,Kamla Travels,A/C Sleeper (2+1),21:30,01:30,04h 00m,13 Seats available,500.0,3.1
"Delhi to Agra
From INR 295",https://www.redbus.in/bus-tickets/delhi-to-agra,DURGA TRAVELS,A/C Sleeper (2+1),22:20,02:30,04h 10m,24 Seats available,314.0,5.0
"Delhi to Agra
From INR 295",https://www.redbus.in/bus-tickets/delhi-to-agra,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),21:45,01:25,03h 40m,27 Seats available,149.0,5.0
"Delhi to Agra
From INR 295",https://www.redbus.in/bus-tickets/delhi-to-agra,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),21:50,02:00,04h 10m,28 Seats available,380.0,5.0
"Delhi to Agra
From INR 295",https://www.redbus.in/bus-tickets/delhi-to-agra,Gola Bus Service,VE A/C Seater / Sleeper (2+1),21:50,01:25,03h 35m,35 Seats available,499.0,3.5
"Delhi to Agra
From INR 295",https://www.redbus.in/bus-tickets/delhi-to-agra,RS YADAV SMART BUS,Bharat Benz A/C Seater /Sleeper (2+1),22:00,02:09,04h 09m,32 Seats available,499.0,3.4
"Delhi to Agra
From INR 295",https://www.redbus.in/bus-tickets/delhi-to-agra,JD Travels (Khajuraho Travels),A/C Seater / Sleeper (2+1),22:30,02:30,04h 00m,27 Seats available,497.0,3.2
"Delhi to Agra
From INR 295",https://www.redbus.in/bus-tickets/delhi-to-agra,FlixBus,Bharat Benz A/C Seater (2+2),22:00,02:55,04h 55m,39 Seats available,378.57,5.0
"Delhi to Agra
From INR 295",https://www.redbus.in/bus-tickets/delhi-to-agra,IntrCity SmartBus,A/C Semi Sleeper / Sleeper (2+1),22:10,02:10,04h 00m,25 Seats available,469.0,4.2
"Delhi to Agra
From INR 295",https://www.redbus.in/bus-tickets/delhi-to-agra,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:15,02:15,04h 00m,29 Seats available,398.0,4.2
"Delhi to Agra
From INR 295",https://www.redbus.in/bus-tickets/delhi-to-agra,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:20,02:05,03h 45m,28 Seats available,419.0,4.7
